opdb_id,name,opdb_date,opdb_day,ipdb_id,ipdb_month,bucket,retract
GR6DZ-MYejd,Pin-Up,1975-01-04,04,1789,4,A-transposed,yes
GRw8o-Mz2lw,Tiger,1975-01-08,08,2560,8,A-transposed,yes
Gr8zQ-MJd3K,Fairy,1975-01-09,09,815,9,A-transposed,yes
G4yLE-MQKWK,Boogie,1976-01-08,08,352,8,A-transposed,yes
G4Xdq-MLBlD,The 30's,1977-01-04,04,2532,4,A-transposed,yes
G4qz6-MkP9V,Space Race,1977-01-04,04,2257,4,A-transposed,yes
GrE68-MJozw,Cosmic Pinball,1977-01-08,08,3032,8,A-transposed,yes
G4XD3-M5Rlk,Roy Clark 'The' Entertainer,1977-01-09,09,785,9,A-transposed,yes
G4dZZ-MKNzE,Airborne Avenger,1977-01-09,09,33,9,A-transposed,yes
GRVpL-MLqW3,Queen's Castle,1978-01-04,04,3583,4,A-transposed,yes
GRnqe-MDn45,Spectra IV,1978-01-04,04,2273,4,A-transposed,yes
G4XD3-MQk3l,Take Five,1978-01-04,04,2492,4,A-transposed,yes
GrjJL-MDyzl,Big Town,1978-01-04,04,3607,4,A-transposed,yes
GRoWo-MjBxV,Neptune,1978-01-04,04,1662,4,A-transposed,yes
Gr1k2-MD0Ve,Crazy Race,1978-01-08,08,587,8,A-transposed,yes
GRWd2-MQ4Ye,Lectronamo,1978-01-08,08,1429,8,A-transposed,yes
GRoWo-MDzOZ,Hit the Deck,1978-01-08,08,1201,8,A-transposed,yes
GR6pk-MDX16,Fabulous 50's,1978-01-08,08,805,8,A-transposed,yes
GRzKW-MQ6er,Last Lap,1978-01-09,09,3207,9,A-transposed,yes
GrdzE-MQ2E6,Space Riders,1978-01-09,09,2258,9,A-transposed,yes
GRpyl-MJNBo,Strike,1978-01-09,09,3363,9,A-transposed,yes
G4Elx-MP3R1,Chance,1978-01-09,09,491,9,A-transposed,yes
G4lnB-MeP1y,Rotation VIII,1978-01-09,09,2019,9,A-transposed,yes
GRoW6-MQk81,Family Fun!,1979-01-04,04,817,4,A-transposed,yes
G41oq-MQVR1,Shooting the Rapids,1979-01-04,04,3606,4,A-transposed,yes
GRoW6-ME0Ro,Star Trip,1979-01-04,04,3605,4,A-transposed,yes
GrEXp-MJjn3,Vegas,1979-01-08,08,2725,8,A-transposed,yes
G4d9B-MJk65,Cosmic Princess,1979-01-08,08,3967,8,A-transposed,yes
G4eyp-MJ7XY,Magic,1979-01-08,08,1509,8,A-transposed,yes
G5b38-MDqkx,Meteor,1979-01-09,09,1580,9,A-transposed,yes
GrOY9-Mq14V,Hot Wheels,1979-01-09,09,3164,9,A-transposed,yes
G5Kl7-M1rzV,Space City,1979-01-09,09,3267,9,A-transposed,yes
GrleW-ME0op,Wild Schutz,1980-01-03,03,4017,3,A-transposed,yes
GrZY2-ML0Rb,Star Gazer,1980-01-08,08,2346,8,A-transposed,yes
GRYPN-Mz2RE,Counterforce,1980-01-08,08,575,8,A-transposed,yes
G4jyz-MDyYE,Space Shuttle,1980-01-09,09,3263,9,A-transposed,yes
G5nQQ-MLbbp,Algar,1980-01-09,09,42,9,A-transposed,yes
GR96Q-MNEnx,Earth Wind Fire,1981-01-04,04,3611,4,A-transposed,yes
GRLbz-MDnxo,Split Second,1981-01-08,08,2297,8,A-transposed,yes
GRo7K-MQ4e3,Barracora,1981-01-09,09,177,9,A-transposed,yes
G4d7B-MJVlK,Locomotion,1981-01-09,09,3217,9,A-transposed,yes
GrEzp-MDbW3,Volcano,1981-01-09,09,2742,9,A-transposed,yes
GRD2P-MQknK,Magic Picture Pin,1982-01-04,04,3450,4,A-transposed,yes
GRbl7-ML8EY,Speakeasy,1982-01-08,08,2270,8,A-transposed,yes
GR0VJ-MDnEy,Soccer Kings,1982-01-09,09,2235,9,A-transposed,yes
G5Lvz-MQkvB,Varkon,1982-01-09,09,2721,9,A-transposed,yes
GrJvk-MDekx,Rocky,1982-01-09,09,1993,9,A-transposed,yes
GR768-MLErr,Caveman,1982-01-09,09,475,9,A-transposed,yes
G4den-MLRYK,Joust,1983-01-04,04,1316,4,A-transposed,yes
GRnoY-MQVwx,Time Machine,1983-01-04,04,3494,4,A-transposed,yes
GrPdq-M9RRe,Pinball Champ,1983-01-04,04,1793,4,A-transposed,yes
GRWYk-Mb5OV,Firepower II,1983-01-08,08,857,8,A-transposed,yes
GRVw2-M4oWO,Farfalla,1983-01-09,09,824,9,A-transposed,yes
GrJkp-M1rBN,Amazon Hunt,1983-01-09,09,66,9,A-transposed,yes
GrZxD-MLO4Y,Attila the Hun,1984-01-04,04,109,4,A-transposed,yes
G5DPP-MJKbp,Devil Riders,1984-01-04,04,672,4,A-transposed,yes
G43DN-ME0kK,Megaaton,1984-01-04,04,3370,4,A-transposed,yes
GR9NZ-Ml99O,The Games,1984-01-08,08,3391,8,A-transposed,yes
GrEZ5-MQ2jo,El Dorado City of Gold,1984-01-09,09,767,9,A-transposed,yes
G5v2B-MQ2xy,Magic Castle,1984-01-09,09,1511,9,A-transposed,yes
GRB8Z-MQKXV,New Wave,1985-01-04,04,3482,4,A-transposed,yes
G4jeW-MDb93,Captain Hook,1985-01-04,04,434,4,A-transposed,yes
GRwl7-MDBRl,Saturn 2,1985-01-08,08,3542,8,A-transposed,yes
GrXOZ-MLyb0,Andromeda,1985-01-09,09,73,9,A-transposed,yes
G5Yyo-ML3Wo,Tag-Team Pinball,1985-01-09,09,2489,9,A-transposed,yes
GR69j-MdEEB,Space Hawks,1986-01-04,04,3621,4,A-transposed,yes
G4XPZ-M7Zob,Grand Lizard,1986-01-04,04,1070,4,A-transposed,yes
GRb7q-MDEn7,Skill Flight,1986-01-09,09,3230,9,A-transposed,yes
Gr2wz-MLBob,Genesis,1986-01-09,09,996,9,A-transposed,yes
Gr1j8-MDxzp,Spooky,1987-01-04,04,3459,4,A-transposed,yes
GRLKd-Mp46p,Spring Break,1987-01-04,04,2324,4,A-transposed,yes
GRo3e-MQ7OW,Heavy Metal Meltdown,1987-01-08,08,1150,8,A-transposed,yes
G4X1D-M2Yy1,Super Flipp,1987-01-09,09,3424,9,A-transposed,yes
GryK3-MQrWk,Robo-War,1988-01-04,04,1975,4,A-transposed,yes
G48on-ML8B9,Torpedo Alley,1988-01-08,08,2603,8,A-transposed,yes
GrN90-MJrnj,Taxi,1988-01-08,08,2505,8,A-transposed,yes
GrxPP-Ml91r,Black Knight 2000,1989-01-04,04,311,4,A-transposed,yes
GrEVz-MOEzv,Hot Shots,1989-01-04,04,1248,4,A-transposed,yes
G5Lk0-MQjl3,Bone Busters Inc.,1989-01-08,08,347,8,A-transposed,yes
G4d8d-MVKOR,Police Force,1989-01-08,08,1841,8,A-transposed,yes
G5zZ7-Mp474,Monday Night Football,1989-01-09,09,1616,9,A-transposed,yes
G5BNq-MDB4d,King Kong,1990-01-04,04,3194,4,A-transposed,yes
Grj9q-MQ2EZ,Deadly Weapon,1990-01-09,09,645,9,A-transposed,yes
G5bxy-ML30z,Cactus Jack's,1991-01-04,04,416,4,A-transposed,yes
G5oBw-ML3Kw,The Party Zone,1991-01-08,08,1764,8,A-transposed,yes
G5DYX-M0oVW,Class of 1812,1991-01-08,08,528,8,A-transposed,yes
G4ODR-MDXEy,The Addams Family,1992-01-03,03,20,3,A-transposed,yes
G4x2Y-MQwwe,Doctor Who,1992-01-09,09,738,9,A-transposed,yes
G41do-MP3Py,Bram Stoker's Dracula,1993-01-04,04,3072,4,A-transposed,yes
G4xZy-MLno6,Indiana Jones: The Pinball Adventure,1993-01-08,08,1267,8,A-transposed,yes
GRoZw-MLW3j,Judge Dredd,1993-01-09,09,1322,9,A-transposed,yes
G5vZZ-MQNNo,Mystery Castle,1993-01-09,09,1647,9,A-transposed,yes
G4x2P-MnK03,Punchy the Clown,1993-01-09,09,3508,9,A-transposed,yes
GrjDz-MJKN6,Corvette,1994-01-08,08,570,8,A-transposed,yes
GR6W8-Mb55B,Johnny Mnemonic,1995-01-08,08,3683,8,A-transposed,yes
G50kj-MDqpv,WHO dunnit,1995-01-09,09,3685,9,A-transposed,yes
G4do5-MDlN7,Attack from Mars,1995-01-12,12,3781,12,A-transposed,yes
GRwyv-MQNwr,Barb Wire,1996-01-04,04,3795,4,A-transposed,yes
GRwbv-MkPP0,Twister,1996-01-04,04,3976,4,A-transposed,yes
G4xbP-Mp45Y,Scared Stiff,1996-01-09,09,3915,9,A-transposed,yes
G42k0-MQ6w9,Champion Pub,1998-01-04,04,4358,4,A-transposed,yes
G5po2-MeP6B,Godzilla,1998-01-08,08,4443,8,A-transposed,yes
G56lO-Mx00O,Harley Davidson,1999-01-09,09,4453,9,A-transposed,yes
Grybw-M5R0n,RollerCoaster Tycoon,2002-01-08,08,4536,8,A-transposed,yes
GRvBL-MP3Ev,The Simpsons Pinball Party,2003-01-02,02,4674,2,A-transposed,yes
GR91N-MLOyE,Terminator 3: Rise of the Machines,2003-01-06,06,4787,6,A-transposed,yes
G41WL-MQKn5,Speed Way,1948-01-01,01,2281,9,B-year-default,yes
GRoNB-MP357,Cinderella,1948-01-01,01,512,3,B-year-default,yes
GrEEB-MNE4n,Barnacle Bill,1948-01-01,01,176,8,B-year-default,yes
GrlvP-MXroy,Dew-Wa-Ditty,1948-01-01,01,674,6,B-year-default,yes
G5W6O-MjB4n,Football,1949-01-01,01,913,8,B-year-default,yes
G5n6W-MjBj6,Boston,1949-01-01,01,359,5,B-year-default,yes
G5v8X-MVKV7,Tri-Score,1951-01-01,01,2640,12,B-year-default,yes
G5B3L-MQYOx,Flying Aces,1958-01-01,01,4024,7,B-year-default,yes
GRvpY-MJ9ON,Criss Cross,1958-01-01,01,592,2,B-year-default,yes
GrxEZ-MjB1n,Eleven Belles,1958-01-01,01,3079,3,B-year-default,yes
G43pX-MYe68,Hi Straight,1960-01-01,01,1191,12,B-year-default,yes
GRVXD-MJN2n,Mustang,1964-01-01,01,5603,10,B-year-default,yes
GrkYy-MLWz9,Loop the Loop (AAB),1966-01-01,01,5279,9,B-year-default,yes
GrEQy-Mx0yR,Subway,1966-01-01,01,2412,10,B-year-default,yes
G5nlX-MVKWR,Gun Smoke,1968-01-01,01,1098,4,B-year-default,yes
GRWZN-Mp41r,Card Trix,1970-01-01,01,446,4,B-year-default,yes
GrJED-MJrwv,Travel Time,1973-01-01,01,2636,9,B-year-default,yes
G5B0y-MZeOe,Jungle Life,1973-01-01,01,1337,12,B-year-default,yes
GRzny-M2Yl1,Star Action,1974-01-01,01,2342,12,B-year-default,yes
G4Plz-MDz6D,Criterium 75,1975-01-01,01,596,4,B-year-default,yes
G4yLE-MQ7nd,Dyn O' Mite,1975-01-01,01,750,11,B-year-default,yes
G5Yn9-ML09X,Top Speed,1975-01-01,01,2590,12,B-year-default,yes
GrEZ5-MQ2q4,Gold Strike,1975-01-01,01,1042,11,B-year-default,yes
G4d0O-MJpj2,Spirit of 76,1975-01-01,01,2294,10,B-year-default,yes
GrlPK-Mx0By,Spirit of 76,1975-01-01,01,2293,12,B-year-default,yes
G4E88-MLEo0,Conquest 200,1976-01-01,01,557,10,B-year-default,yes
Gry9N-MQYVj,Atarians,1976-01-01,01,102,11,B-year-default,yes
GRQvx-MLv18,Faces,1976-01-01,01,806,12,B-year-default,yes
G48ZN-MQ56q,Fireball (Home Model),1976-01-01,01,4116,10,B-year-default,yes
GrOBL-MQP13,Lady Luck,1976-01-01,01,1405,11,B-year-default,yes
G4NwL-MQZZO,Invasion Strategy,1976-01-01,01,3885,10,B-year-default,yes
GrEZ5-ME0Ko,Canada Dry,1976-01-01,01,426,12,B-year-default,yes
G4dxZ-MVKn9,Universe,1976-01-01,01,2706,11,B-year-default,yes
G4lNn-MdE31,High Seas,1976-01-01,01,1175,11,B-year-default,yes
G57lj-MJwxY,Stingray,1977-01-01,01,2377,12,B-year-default,yes
GrNoL-MJ2by,Monte Rosa,1977-01-01,01,3416,8,B-year-default,yes
GrPJ2-MQken,Joker's Wild,1977-01-01,01,3182,10,B-year-default,yes
GRVzX-MJdy0,Thunderbolt,1977-01-01,01,2556,5,B-year-default,yes
G5DV6-M2YYr,Big Top,1977-01-01,01,287,11,B-year-default,yes
G4jzK-MRjN0,Getaway,1977-01-01,01,999,11,B-year-default,yes
G5VWL-MLRjl,Nugent,1978-01-01,01,1687,11,B-year-default,yes
G5pkl-MJPrP,Hearts Spades,1978-01-01,01,1146,12,B-year-default,yes
GRbD8-MLWx0,Rock Star,1978-01-01,01,1983,12,B-year-default,yes
G5pn8-MJ5P4,Pokerino,1978-01-01,01,1839,11,B-year-default,yes
G4qvL-MJwVr,Close Encounters of the Third Kind,1978-01-01,01,536,8,B-year-default,yes
G5Kl7-MDxel,Future World,1978-01-01,01,3613,10,B-year-default,yes
G5KPZ-MLBKd,Gemini,1978-01-01,01,995,10,B-year-default,yes
G4Z9k-MQjqr,Mikoshi,1978-01-01,01,4560,6,B-year-default,yes
G5LOx-MDlR2,Flame of Athens,1978-01-01,01,3100,12,B-year-default,yes
GRQp6-MJ5Wq,Phoenix,1978-01-01,01,1780,8,B-year-default,yes
GRvo2-MQdPp,War,1978-01-01,01,2753,11,B-year-default,yes
G59y1-MQ2VY,Ski Jump,1978-01-01,01,3637,10,B-year-default,yes
GrOwV-Ml9kO,Wild Fyre,1978-01-01,01,2783,10,B-year-default,yes
G4kJ3-MvB72,Miss Nessie,1978-01-01,01,3408,3,B-year-default,yes
Grl7B-MYee8,Cha Cha Cha,1978-01-01,01,4559,9,B-year-default,yes
G56jk-MnKlw,Chuck-A-Luck,1978-01-01,01,3020,10,B-year-default,yes
G5Woz-MKNq6,Charlie’s Angels,1978-01-01,01,492,11,B-year-default,yes
G5Woz-MwNP3,Charlie’s Angels (EM),1978-01-01,01,5007,2,B-year-default,yes
G5YDN-MJKYo,Totem,1979-01-01,01,2607,8,B-year-default,yes
GRBKZ-ML8Oe,Genie,1979-01-01,01,997,10,B-year-default,yes
G5zd6-MJVo4,Gorgar,1979-01-01,01,1062,12,B-year-default,yes
GR6qB-MQZxk,Harem Cat,1979-01-01,01,3811,12,B-year-default,yes
GRDqo-MQ7k2,Solar Ride (EM),1979-01-01,01,4769,3,B-year-default,yes
GRQW7-MLW5P,The Incredible Hulk,1979-01-01,01,1266,10,B-year-default,yes
G4d9E-MLRqz,Star Shooter,1979-01-01,01,3500,12,B-year-default,yes
Grypn-MQdbe,Flash,1979-01-01,01,871,10,B-year-default,yes
GRBXl-MLq9k,Laser Ball,1979-01-01,01,1413,12,B-year-default,yes
G4qjj-MZeyb,Old Coney Island!,1979-01-01,01,553,12,B-year-default,yes
G4jpw-Mb5er,Antar,1979-01-01,01,3646,11,B-year-default,yes
GrNqO-MRjzl-A9pwZ,Football,1979-01-01,01,5199,3,B-year-default,yes
GRWDp-MQ2yR,Attack,1980-01-01,01,2884,10,B-year-default,yes
GRnwQ-MLyWb,Space Rider,1980-01-01,01,4018,3,B-year-default,yes
G4yen-MD12Y,Alien Poker,1980-01-01,01,48,10,B-year-default,yes
G5VxP-MLWlV,Star Race,1980-01-01,01,2353,10,B-year-default,yes
G48kY-MDxRV,Flight 2000,1980-01-01,01,887,8,B-year-default,yes
G4PXJ-MQPlw,James Bond 007,1980-01-01,01,1286,10,B-year-default,yes
GrkOB-MD00x,Sexy Girl,1980-01-01,01,2106,12,B-year-default,yes
G59bo-MJPxj,Asteroid Annie and the Aliens,1980-01-01,01,98,12,B-year-default,yes
Grydq-MJNqv,Black Fever,1980-01-01,01,3645,12,B-year-default,yes
Gr13q-MXrjY,Time Line,1980-01-01,01,2564,12,B-year-default,yes
GrO7w-M9R03,Black Knight,1980-01-01,01,310,11,B-year-default,yes
GRoQ6-MLx0X,Catacomb,1981-01-01,01,469,10,B-year-default,yes
G5vXB-MLEve,Viper,1981-01-01,01,2739,10,B-year-default,yes
G41yq-MQP65,Black Hole,1981-01-01,01,307,10,B-year-default,yes
G5z2e-MJ2lR,Warlok,1982-01-01,01,2754,10,B-year-default,yes
GRQkJ-MDxpK,Dragonfist,1982-01-01,01,731,11,B-year-default,yes
G4Zo1-MQV0j,Spain 82,1982-01-01,01,3266,10,B-year-default,yes
Grl9W-MLvOj,Spirit,1982-01-01,01,2292,11,B-year-default,yes
G5YEE-MDEVO,Striker,1982-01-01,01,2405,11,B-year-default,yes
G5p7D-MJNVo,Defender,1982-01-01,01,651,12,B-year-default,yes
GrEwE-MkP0d,Punk!,1982-01-01,01,1877,12,B-year-default,yes
G4PL3-MLeBP,Grand Slam,1983-01-01,01,1079,3,B-year-default,yes
Gr8KB-MLqYW,Sharp Shooter II,1983-01-01,01,2114,11,B-year-default,yes
G4ywq-MLqxN,Rack 'Em Up,1983-01-01,01,1902,11,B-year-default,yes
Grjlx-MQkz3,Gold Ball,1983-01-01,01,1024,10,B-year-default,yes
GRL2z-MQkqe,Ready...Aim...Fire!,1983-01-01,01,1924,11,B-year-default,yes
G5KXk-MJpvO,Pin Ball Pool,1983-01-01,01,3310,12,B-year-default,yes
GRpWD-MNEPl,X's & O's,1983-01-01,01,2822,2,B-year-default,yes
G4ldW-MQPNv,Touchdown,1984-01-01,01,2610,10,B-year-default,yes
GRwl7-MJ45o,Spy Hunter,1984-01-01,01,2328,10,B-year-default,yes
GRpWD-MQork,Super Bowl,1984-01-01,01,3399,6,B-year-default,yes
GrZb1-ML3le,UFO-X,1984-01-01,01,3347,11,B-year-default,yes
GRY7E-MLbEo,Af-Tor,1984-01-01,01,25,12,B-year-default,yes
Grkpd-MQrjj,Agents 777,1984-01-01,01,26,11,B-year-default,yes
GR6VW-MBRwz,Papillon,1984-01-01,01,3934,12,B-year-default,yes
G4q3L-MKN50,Space Shuttle,1984-01-01,01,2260,12,B-year-default,yes
GRo6e-MQPov,Gamatron,1985-01-01,01,984,12,B-year-default,yes
GRY9k-MQr4w,Beat the Clock,1985-01-01,01,212,11,B-year-default,yes
Grk62-MD1qe,Rock,1985-01-01,01,1978,10,B-year-default,yes
G4jex-MLly8,Pool Champion,1985-01-01,01,3311,12,B-year-default,yes
GRwZ7-MJ7vy,Cyclopes,1985-01-01,01,619,11,B-year-default,yes
GR9NQ-MRjop,World Defender,1985-01-01,01,3519,11,B-year-default,yes
G5pxD-Mp48v,Cosmic Flash,1985-01-01,01,3639,10,B-year-default,yes
G4xpN-MRjPo,Hot Fire Birds,1985-01-01,01,3633,12,B-year-default,yes
G5nzJ-MJVX8,Strange Science,1986-01-01,01,2396,11,B-year-default,yes
G5WXd-MJrER,Gold Wings,1986-01-01,01,1043,10,B-year-default,yes
GRBKZ-MyNN8,L'Hexagone,1986-01-01,01,3903,4,B-year-default,yes
G5z71-MBRXz,Zankor,1986-01-01,01,3531,12,B-year-default,yes
G4JBP-MJ6jr,Dungeons & Dragons,1987-01-01,01,743,10,B-year-default,yes
G5v9V-MLvyV,Escape,1987-01-01,01,3084,10,B-year-default,yes
G5VYY-MJ9V1,Star's Phoenix,1987-01-01,01,4509,7,B-year-default,yes
G5QXO-MQowd,Space Station,1987-01-01,01,2261,12,B-year-default,yes
GR99Y-MJ9Zy,Time Machine,1988-01-01,01,2565,12,B-year-default,yes
G5Y6O-MLn90,Truck Stop,1988-01-01,01,2667,11,B-year-default,yes
GrPbb-MJZX6,Excalibur,1988-01-01,01,795,11,B-year-default,yes
Gry3j-Mq1Oe,Jokerz!,1988-01-01,01,1308,12,B-year-default,yes
G5WOo-MePp0,Bad Girls,1988-01-01,01,128,11,B-year-default,yes
G4NY0-MDE29,Night Moves,1989-01-01,01,3507,11,B-year-default,yes
GrlZe-MQY0Y,Lights...Camera...Action!,1989-01-01,01,1445,12,B-year-default,yes
G43oq-MJp02,Mousin' Around!,1989-01-01,01,1635,11,B-year-default,yes
Grlxp-MVKBW,Elvira and the Party Monsters,1989-01-01,01,782,9,B-year-default,yes
GrEBz-MBR3N,Bad Cats,1989-01-01,01,127,11,B-year-default,yes
GRVEJ-MDq1w,Dr. Dude And His Excellent Ray,1990-01-01,01,737,8,B-year-default,yes
G4Xw9-MQ7K4,Title Fight,1990-01-01,01,2573,10,B-year-default,yes
G4E0z-MDvl7,Riverboat Gambler,1990-01-01,01,1966,8,B-year-default,yes
G5VBJ-MLy4l,The Simpsons,1990-01-01,01,2158,9,B-year-default,yes
G5W0z-MLW6N,Surf 'n Safari,1991-01-01,01,2461,11,B-year-default,yes
GRozL-MDb46,Bugs Bunny's Birthday Ball,1991-01-01,01,396,12,B-year-default,yes
G5wxv-MQP9z,A.G. Soccer-Ball,1991-01-01,01,120,10,B-year-default,yes
G5Lk0-MDeVZ,Amazon Hunt III,1991-01-01,01,4432,9,B-year-default,yes
GrOpb-MQ7w1,Batman,1991-01-01,01,195,7,B-year-default,yes
G5vPd-MJp7z,Cue Ball Wizard,1992-01-01,01,610,10,B-year-default,yes
G420r-MLedz,Star Wars,1992-01-01,01,2358,10,B-year-default,yes
G5Wxd-MLxl3,Fish Tales,1992-01-01,01,861,10,B-year-default,yes
GRLz0-MeP4B,Al's Garage Band goes on a World Tour,1992-01-01,01,3513,12,B-year-default,yes
G5wxv-MnKkN,A.G. Football,1992-01-01,01,2886,10,B-year-default,yes
G5w3q-MQYr0,Wipe Out,1993-01-01,01,2799,10,B-year-default,yes
GR6wO-MDvzk,Tales from the Crypt,1993-01-01,01,2493,11,B-year-default,yes
G4P9q-MLnOY,Gladiators,1993-01-01,01,1011,11,B-year-default,yes
GRLL9-MDOkz,Pistol Poker,1993-01-01,01,1805,11,B-year-default,yes
GR6d8-M1rZd,Star Trek: The Next Generation,1993-01-01,01,2357,11,B-year-default,yes
GRwyq-MW9lN,Last Action Hero,1993-01-01,01,1416,8,B-year-default,yes
G4ODR-MLzY7,The Addams Family Gold,1994-01-01,01,21,10,B-year-default,yes
G4dWd-MJ2p6,Red & Ted's Road Show,1994-01-01,01,1972,10,B-year-default,yes
GrN9V-ML8nw,Maverick,1994-01-01,01,1561,9,B-year-default,yes
GRzB7-MD8ld,Freddy: A Nightmare On Elm Street,1994-01-01,01,948,10,B-year-default,yes
G411e-MJrEL,Apollo 13,1995-01-01,01,3592,10,B-year-default,yes
G4JK7-MDBe6,Waterworld,1995-01-01,01,3793,10,B-year-default,yes
GrZnn-MJj46,Pinball Magic,1995-01-01,01,3596,10,B-year-default,yes
GRKOX-MLyrW,Jack•Bot,1995-01-01,01,3619,10,B-year-default,yes
GRBqq-Mp4ZY,Mario Andretti,1995-01-01,01,3794,12,B-year-default,yes
G56vo-MLl1Z,Big Bang Bar,1996-01-01,01,4001,6,B-year-default,yes
GRLlj-MQZN8,Junk Yard,1996-01-01,01,4014,12,B-year-default,yes
G4doQ-MKNN9,Independence Day,1996-01-01,01,3878,7,B-year-default,yes
G5we0-MDx6b,Starship Troopers,1997-01-01,01,4341,12,B-year-default,yes
GRVjJ-MLq7W,Cirqus Voltaire,1997-01-01,01,4059,10,B-year-default,yes
G57X4-MLb1y,No Good Gofers,1997-01-01,01,4338,12,B-year-default,yes
G4835-Mb5eO,Cactus Canyon,1998-01-01,01,4445,10,B-year-default,yes
G56lO-MZeRq,Harley-Davidson (2nd Edition),2002-01-01,01,4664,11,B-year-default,yes
GRYX4-MLRe3,Whoa Nellie! Big Juicy Melons,2012-01-01,01,5863,10,B-year-default,yes
G43W4-MrRpw,AC/DC (LE),2012-01-01,01,5777,3,B-year-default,yes
G43W4-MrRpw-AOPQR,AC/DC (Let There Be Rock LE),2012-01-01,01,5776,3,B-year-default,yes
G43W4-MrRpw-A1B7O,AC/DC (Back In Black LE),2012-01-01,01,5777,3,B-year-default,yes
GrPOR-M61Pw,Mustang (Premium),2014-01-01,01,6099,6,B-year-default,yes
GRVq4-M4oNp,Iron Man (Vault),2014-01-01,01,6154,7,B-year-default,yes
G4xyR-MJ2v0-A1BY7,The Wizard of Oz (75th Anniversary),2014-01-01,01,6221,8,B-year-default,yes
G5V8q-MQYZ6,Full Throttle,2015-01-01,01,6301,6,B-year-default,yes
G5nz5-M7Z94,The Walking Dead (Premium),2015-01-01,01,6201,5,B-year-default,yes
G5pe4-MkPRV,Medieval Madness (Remake Royal Edition),2015-01-01,01,6264,3,B-year-default,yes
G4PBO-MLbr3,Alien (Pro),2016-01-01,01,6419,2,B-year-default,yes
GRoz4-MjBV6,Batman 66 (Premium),2016-01-01,01,6354,12,B-year-default,yes
GRYX4-MRjVP,Pabst Can Crusher,2016-01-01,01,6335,7,B-year-default,yes
GRoz4-MrRPw,Batman 66 (LE),2016-01-01,01,6355,12,B-year-default,yes
GR9Nr-Mz2dY,Ghostbusters (Pro),2016-01-01,01,6332,4,B-year-default,yes
GR9Nr-MVKol,Ghostbusters (LE),2016-01-01,01,6334,5,B-year-default,yes
GR9Nr-M5RxE,Ghostbusters (Premium),2016-01-01,01,6333,6,B-year-default,yes
GRoz4-MrRPw-A97X1,Batman 66 (Super LE),2016-01-01,01,6356,12,B-year-default,yes
GRD79-M0odk,Total Nuclear Annihilation,2017-01-01,01,6444,9,B-year-default,yes
G4do5-MjBp2,Attack From Mars (Remake Special),2017-01-01,01,6384,6,B-year-default,yes
GRbPY-MePOP,Pirates of the Caribbean,2018-01-01,01,6492,9,B-year-default,yes
GrlXK-M9RV0,Alice Cooper's Nightmare Castle,2018-01-01,01,6445,6,B-year-default,yes
GRbPY-MBR24,Pirates of the Caribbean (CE),2018-01-01,01,6494,12,B-year-default,yes
GRbPY-MePOP-A9pVl,Pirates of the Caribbean (LE),2018-01-01,01,6493,8,B-year-default,yes
GbPde-Mp43l-AOQwL,The Munsters (Premium),2019-01-01,01,6565,3,B-year-default,yes
GbPde-Mp43l-AO4Do,The Munsters (LE),2019-01-01,01,6566,2,B-year-default,yes
GQKb2-MYek0-ARKeX,Rick and Morty (Blood Sucker Edition),2020-01-01,01,6641,2,B-year-default,yes
G2Lkd-M0ope-A9dNy,Rush (Premium),2022-01-01,01,6845,2,B-year-default,yes
G2Lkd-M0ope-A97xV,Rush (LE),2022-01-01,01,6846,2,B-year-default,yes
Gj6Wj-MnKdl,Gold Mine,1948-01-01,01,1032,1,C-genuine-january,no
GwexB-M7Zxq,10th Inning,1948-01-01,01,3788,1,C-genuine-january,no
G2LYp-M85PN,Miss Cue T,1948-01-01,01,3753,1,C-genuine-january,no
GO0bK-M9Rep,Triple Action,1948-01-14,14,2650,1,C-genuine-january,no
GoEVx-MYeP1,Build Up,1948-01-20,20,397,1,C-genuine-january,no
GRVL2-MLl9Y,Lady Robin Hood,1948-01-31,31,1406,1,C-genuine-january,no
GbPo6-MXrpN,Stormy,1948-01-31,31,2390,1,C-genuine-january,no
GllZX-MwN0r,Frisky,1949-01-01,01,3113,1,C-genuine-january,no
GPBKv-MnKol,Phoenix,1949-01-01,01,4353,1,C-genuine-january,no
GPB6y-MrRo5,Show Boat,1949-01-01,01,2133,1,C-genuine-january,no
GV8LW-Mz21P,Swanee,1949-01-01,01,2471,1,C-genuine-january,no
Gxv21-M1rp4,Richelieu,1949-01-01,01,4549,1,C-genuine-january,no
GvBZO-M85kN,Sea Breeze,1949-01-01,01,4550,1,C-genuine-january,no
GrP8X-MD86N,Tucson,1949-01-04,04,2678,1,C-genuine-january,no
G4jBe-MVK67,Telecard,1949-01-17,17,2511,1,C-genuine-january,no
GoEZ3-MYe2B,Grand Award,1949-01-25,25,1064,1,C-genuine-january,no
G8ldZ-ME0y8,Just 21,1950-01-01,01,1344,1,C-genuine-january,no
G4273-ME0R8,Trigger,1951-01-01,01,2645,1,C-genuine-january,no
GRwzK-MDzWe,Horsefeathers,1952-01-01,01,1240,1,C-genuine-january,no
GRBeJ-MDvKY,All-Star Basketball,1952-01-01,01,54,1,C-genuine-january,no
GRDo0-MQ9Ry,Electric Hockey,1953-01-01,01,4977,1,C-genuine-january,no
